set_name,card_number,player_name,team
Dual Diamond Memorabilia Emerald,3,Zach LaVine  Andrew Wiggins,Minnesota Timberwolves Minnesota Timberwolves
Dual Diamond Memorabilia Emerald,4,Russell Westbrook  Steven Adams,Oklahoma City Thunder Oklahoma City Thunder
Dual Diamond Memorabilia Emerald,5,Dario Saric  Dragan Bender,Philadelphia 76ers  Phoenix Suns
Dual Diamond Memorabilia Emerald,6,C.J. McCollum  Damian Lillard,Portland Trail Blazers Portland Trail Blazers
Dual Diamond Memorabilia Emerald,7,Karl-Anthony Towns  Tim Duncan,Minnesota Timberwolves  San Antonio Spurs
Dual Diamond Memorabilia Emerald,8,Dejounte Murray  Kawhi Leonard,San Antonio Spurs San Antonio Spurs
Dual Diamond Memorabilia Emerald,9,Kelly Oubre Jr.  Markieff Morris,Washington Wizards Washington Wizards
Dual Diamond Memorabilia Emerald,10,Danny Ainge  Larry Bird,Boston Celtics Boston Celtics
Dual Diamond Memorabilia Emerald,11,Al Horford  Marcus Smart,Boston Celtics Boston Celtics
Dual Diamond Memorabilia Emerald,12,Kemba Walker  Jeremy Lamb,Charlotte Hornets Charlotte Hornets
Dual Diamond Memorabilia Emerald,13,Jimmy Butler  Rajon Rondo,Chicago Bulls Chicago Bulls
Dual Diamond Memorabilia Emerald,14,Draymond Green  Stephen Curry,Golden State Warriors Golden State Warriors
Dual Diamond Memorabilia Emerald,15,Marcus Morris  Kentavious Caldwell-Pope,Detroit Pistons Detroit Pistons
Dual Diamond Memorabilia Emerald,16,Dirk Nowitzki  Kristaps Porzingis,Dallas Mavericks  New York Knicks
Dual Diamond Memorabilia Emerald,19,Monta Ellis  Paul George,Indiana Pacers Indiana Pacers
Dual Diamond Memorabilia Emerald,20,LeBron James  Paul George,Cleveland Cavaliers  Indiana Pacers
Dual Diamond Memorabilia Gold,1,Chandler Parsons  Zach Randolph,Memphis Grizzlies Memphis Grizzlies
Dual Diamond Memorabilia Gold,2,Buddy Hield  Brandon Ingram,Sacramento Kings  Los Angeles Lakers
Dual Diamond Memorabilia Gold,3,Zach LaVine  Andrew Wiggins,Minnesota Timberwolves Minnesota Timberwolves
Dual Diamond Memorabilia Gold,4,Russell Westbrook  Steven Adams,Oklahoma City Thunder Oklahoma City Thunder
Dual Diamond Memorabilia Gold,5,Dario Saric  Dragan Bender,Philadelphia 76ers  Phoenix Suns
Dual Diamond Memorabilia Gold,6,C.J. McCollum  Damian Lillard,Portland Trail Blazers Portland Trail Blazers
Dual Diamond Memorabilia Gold,7,Karl-Anthony Towns  Tim Duncan,Minnesota Timberwolves  San Antonio Spurs
Dual Diamond Memorabilia Gold,8,Dejounte Murray  Kawhi Leonard,San Antonio Spurs San Antonio Spurs
Dual Diamond Memorabilia Gold,9,Kelly Oubre Jr.  Markieff Morris,Washington Wizards Washington Wizards
Dual Diamond Memorabilia Gold,10,Danny Ainge  Larry Bird,Boston Celtics Boston Celtics
Dual Diamond Memorabilia Gold,11,Al Horford  Marcus Smart,Boston Celtics Boston Celtics
Dual Diamond Memorabilia Gold,12,Jeremy Lamb  Kemba Walker,Charlotte Hornets Charlotte Hornets
Dual Diamond Memorabilia Gold,13,Jimmy Butler  Rajon Rondo,Chicago Bulls Chicago Bulls
Dual Diamond Memorabilia Gold,14,Draymond Green  Stephen Curry,Golden State Warriors Golden State Warriors
Dual Diamond Memorabilia Gold,15,Kentavious Caldwell-Pope  Marcus Morris,Detroit Pistons Detroit Pistons
Dual Diamond Memorabilia Gold,18,Chris Paul  Blake Griffin,Los Angeles Clippers Los Angeles Clippers
Dual Diamond Memorabilia Gold,19,Paul George  Monta Ellis,Indiana Pacers Indiana Pacers
Dual Diamond Memorabilia Gold,20,LeBron James  Paul George,Cleveland Cavaliers  Indiana Pacers
Dual Diamond Memorabilia Logoman,1,Zach Randolph  Chandler Parsons,Memphis Grizzlies Memphis Grizzlies
Dual Diamond Memorabilia Logoman,2,Brandon Ingram  Buddy Hield,Los Angeles Lakers  Sacramento Kings
Dual Diamond Memorabilia Logoman,3,Zach LaVine  Andrew Wiggins,Minnesota Timberwolves Minnesota Timberwolves
Dual Diamond Memorabilia Logoman,4,Russell Westbrook  Steven Adams,Oklahoma City Thunder Oklahoma City Thunder
Dual Diamond Memorabilia Logoman,5,Dario Saric  Dragan Bender,Philadelphia 76ers  Phoenix Suns
Dual Diamond Memorabilia Logoman,6,Damian Lillard  C.J. McCollum,Portland Trail Blazers Portland Trail Blazers
Dual Diamond Memorabilia Logoman,7,Karl-Anthony Towns  Tim Duncan,Minnesota Timberwolves  San Antonio Spurs
Dual Diamond Memorabilia Logoman,8,Kawhi Leonard  Dejounte Murray,San Antonio Spurs San Antonio Spurs
Dual Diamond Memorabilia Logoman,9,Kelly Oubre Jr.  Markieff Morris,Washington Wizards Washington Wizards
Dual Diamond Memorabilia Logoman,10,Danny Ainge  Larry Bird,Boston Celtics Boston Celtics
Dual Diamond Memorabilia Logoman,11,Al Horford  Marcus Smart,Boston Celtics Boston Celtics
Dual Diamond Memorabilia Logoman,12,Jeremy Lamb  Kemba Walker,Charlotte Hornets Charlotte Hornets
Dual Diamond Memorabilia Logoman,13,Jimmy Butler  Rajon Rondo,Chicago Bulls Chicago Bulls
Dual Diamond Memorabilia Logoman,14,Stephen Curry  Draymond Green,Golden State Warriors Golden State Warriors
Dual Diamond Memorabilia Logoman,15,Marcus Morris  Kentavious Caldwell-Pope,Detroit Pistons Detroit Pistons
Dual Diamond Memorabilia Logoman,16,Dirk Nowitzki  Kristaps Porzingis,Dallas Mavericks  New York Knicks
Dual Diamond Memorabilia Logoman,17,Isiah Thomas  John Stockton,Detroit Pistons  Utah Jazz
Dual Diamond Memorabilia Logoman,18,Chris Paul  Blake Griffin,Los Angeles Clippers Los Angeles Clippers
Dual Diamond Memorabilia Logoman,19,Monta Ellis  Paul George,Indiana Pacers Indiana Pacers
Dual Diamond Memorabilia Logoman,20,LeBron James  Paul George,Cleveland Cavaliers  Indiana Pacers
Dual Patch Autographs,1,Clyde Drexler,Portland Trail Blazers
Dual Patch Autographs,2,David Thompson,Denver Nuggets
Dual Patch Autographs,3,James Worthy,Los Angeles Lakers
Dual Patch Autographs,4,Mark Price,Cleveland Cavaliers
Dual Patch Autographs,6,Reggie Miller,Indiana Pacers
Dual Patch Autographs,7,Tom Chambers,Phoenix Suns
Dual Patch Autographs,8,Ralph Sampson,Washington Bullets
Dual Patch Autographs,9,Dennis Rodman,Detroit Pistons
Dual Patch Autographs,12,Kevin Love,Cleveland Cavaliers
Dual Patch Autographs,13,Eric Gordon,Houston Rockets
Dual Patch Autographs,14,Ryan Anderson,Houston Rockets
Dual Patch Autographs,15,James Harden,Houston Rockets
Dual Patch Autographs,16,Jeff Teague,Indiana Pacers
Dual Patch Autographs,17,Myles Turner,Indiana Pacers
Dual Patch Autographs,18,D'Angelo Russell,Los Angeles Lakers
Dual Patch Autographs,19,Anthony Davis,New Orleans Pelicans
Dual Patch Autographs,20,Steven Adams,Oklahoma City Thunder
Dual Patch Autographs,21,Aaron Gordon,Orlando Magic
Dual Patch Autographs,22,Joel Embiid,Philadelphia 76ers
Dual Patch Autographs,23,C.J. McCollum,Portland Trail Blazers
Dual Patch Autographs,24,Damian Lillard,Portland Trail Blazers
Dual Patch Autographs,25,Allen Crabbe,Portland Trail Blazers
Dual Patch Autographs,26,Joe Johnson,Utah Jazz
Dual Patch Autographs,27,John Wall,Washington Wizards
Dual Patch Autographs,28,Deron Williams,Cleveland Cavaliers
Dual Patch Autographs,29,Shawn Marion,Dallas Mavericks
Dual Patch Autographs,30,Dirk Nowitzki,Dallas Mavericks
Dual Patch Autographs,31,Vince Carter,Memphis Grizzlies
Dual Patch Autographs,32,Tristan Thompson,Cleveland Cavaliers
Dual Patch Autographs,33,Kyrie Irving,Cleveland Cavaliers
Dual Patch Autographs,34,Andrew Wiggins,Minnesota Timberwolves
Dual Patch Autographs,35,Karl-Anthony Towns,Minnesota Timberwolves
Dual Patch Autographs,36,Zach LaVine,Minnesota Timberwolves
Dual Patch Autographs,37,Charles Oakley,New York Knicks
Dual Patch Autographs,38,Victor Oladipo,Oklahoma City Thunder
Dual Patch Autographs,40,Rudy Gobert,Utah Jazz
Dual Patch Autographs,42,Justise Winslow,Miami Heat
Dual Patch Autographs,43,Elfrid Payton,Orlando Magic
Dual Patch Autographs,44,JJ Redick,Los Angeles Clippers
Dual Patch Autographs,45,Kyle Korver,Cleveland Cavaliers
Dual Patch Autographs,46,Rudy Gay,Sacramento Kings
Dual Patch Autographs,47,Marc Gasol,Memphis Grizzlies
Dual Patch Autographs,49,Tony Parker,San Antonio Spurs
Dual Patch Autographs,50,Manu Ginobili,San Antonio Spurs
Dual Patch Autographs,51,Gorgui Dieng,Minnesota Timberwolves
Dual Patch Autographs,52,Khris Middleton,Milwaukee Bucks
Dual Patch Autographs,54,Harrison Barnes,Dallas Mavericks
Dual Patch Autographs,55,Andrei Kirilenko,Utah Jazz
Dual Patch Autographs,56,Kurt Thomas,New York Knicks
Dual Patch Autographs,58,Goran Dragic,Miami Heat
Dual Patch Autographs,59,Shaquille O'Neal,Orlando Magic
Dual Patch Autographs,60,Stephen Curry,Golden State Warriors
Dual Patch Autographs,61,Carmelo Anthony,New York Knicks
Dual Patch Autographs,63,Dwyane Wade,Chicago Bulls
Dual Patch Autographs,64,Chris Paul,Los Angeles Clippers
Dual Patch Autographs,65,Gordon Hayward,Utah Jazz
Dual Patch Autographs,67,Kobe Bryant,Los Angeles Lakers
Dual Patch Autographs,69,John Stockton,Utah Jazz
Dual Patch Autographs,70,Danilo Gallinari,Denver Nuggets
Dual Patch Autographs Emerald,1,Clyde Drexler,Portland Trail Blazers
Dual Patch Autographs Emerald,2,David Thompson,Denver Nuggets
Dual Patch Autographs Emerald,3,James Worthy,Los Angeles Lakers
Dual Patch Autographs Emerald,4,Mark Price,Cleveland Cavaliers
Dual Patch Autographs Emerald,5,Magic Johnson,Los Angeles Lakers
Dual Patch Autographs Emerald,6,Reggie Miller,Indiana Pacers
Dual Patch Autographs Emerald,7,Tom Chambers,Phoenix Suns
Dual Patch Autographs Emerald,8,Ralph Sampson,Washington Bullets
Dual Patch Autographs Emerald,9,Dennis Rodman,Detroit Pistons
Dual Patch Autographs Emerald,11,Joe Dumars,Detroit Pistons
Dual Patch Autographs Emerald,12,Kevin Love,Cleveland Cavaliers
Dual Patch Autographs Emerald,13,Eric Gordon,Houston Rockets
Dual Patch Autographs Emerald,14,Ryan Anderson,Houston Rockets
Dual Patch Autographs Emerald,15,James Harden,Houston Rockets
Dual Patch Autographs Emerald,16,Jeff Teague,Indiana Pacers
Dual Patch Autographs Emerald,17,Myles Turner,Indiana Pacers
Dual Patch Autographs Emerald,18,D'Angelo Russell,Los Angeles Lakers
Dual Patch Autographs Emerald,19,Anthony Davis,New Orleans Pelicans
Dual Patch Autographs Emerald,20,Steven Adams,Oklahoma City Thunder
Dual Patch Autographs Emerald,21,Aaron Gordon,Orlando Magic
Dual Patch Autographs Emerald,22,Joel Embiid,Philadelphia 76ers
Dual Patch Autographs Emerald,23,C.J. McCollum,Portland Trail Blazers
Dual Patch Autographs Emerald,24,Damian Lillard,Portland Trail Blazers
Dual Patch Autographs Emerald,25,Allen Crabbe,Portland Trail Blazers
Dual Patch Autographs Emerald,26,Joe Johnson,Utah Jazz
Dual Patch Autographs Emerald,27,John Wall,Washington Wizards
Dual Patch Autographs Emerald,28,Deron Williams,Cleveland Cavaliers
Dual Patch Autographs Emerald,29,Shawn Marion,Dallas Mavericks
Dual Patch Autographs Emerald,30,Dirk Nowitzki,Dallas Mavericks
Dual Patch Autographs Emerald,31,Vince Carter,Memphis Grizzlies
Dual Patch Autographs Emerald,32,Tristan Thompson,Cleveland Cavaliers
Dual Patch Autographs Emerald,33,Kyrie Irving,Cleveland Cavaliers
Dual Patch Autographs Emerald,34,Andrew Wiggins,Minnesota Timberwolves
Dual Patch Autographs Emerald,35,Karl-Anthony Towns,Minnesota Timberwolves
Dual Patch Autographs Emerald,36,Zach LaVine,Minnesota Timberwolves
Dual Patch Autographs Emerald,37,Charles Oakley,New York Knicks
Dual Patch Autographs Emerald,38,Victor Oladipo,Oklahoma City Thunder
Dual Patch Autographs Emerald,39,Jamal Mashburn,Charlotte Hornets
Dual Patch Autographs Emerald,40,Rudy Gobert,Utah Jazz
Dual Patch Autographs Emerald,42,Justise Winslow,Miami Heat
Dual Patch Autographs Emerald,43,Elfrid Payton,Orlando Magic
Dual Patch Autographs Emerald,44,JJ Redick,Los Angeles Clippers
Dual Patch Autographs Emerald,46,Rudy Gay,Sacramento Kings
Dual Patch Autographs Emerald,47,Marc Gasol,Memphis Grizzlies
Dual Patch Autographs Emerald,48,Pau Gasol,San Antonio Spurs
Dual Patch Autographs Emerald,49,Tony Parker,San Antonio Spurs
Dual Patch Autographs Emerald,50,Manu Ginobili,San Antonio Spurs
Dual Patch Autographs Emerald,51,Gorgui Dieng,Minnesota Timberwolves
Dual Patch Autographs Emerald,52,Khris Middleton,Milwaukee Bucks
Dual Patch Autographs Emerald,54,Harrison Barnes,Dallas Mavericks
Dual Patch Autographs Emerald,55,Andrei Kirilenko,Utah Jazz
Dual Patch Autographs Emerald,56,Kurt Thomas,New York Knicks
Dual Patch Autographs Emerald,57,Ben Wallace,Detroit Pistons
Dual Patch Autographs Emerald,58,Goran Dragic,Miami Heat
Dual Patch Autographs Emerald,59,Shaquille O'Neal,Orlando Magic
Dual Patch Autographs Emerald,60,Stephen Curry,Golden State Warriors
Dual Patch Autographs Emerald,61,Carmelo Anthony,New York Knicks
Dual Patch Autographs Emerald,63,Dwyane Wade,Chicago Bulls
Dual Patch Autographs Emerald,64,Chris Paul,Los Angeles Clippers
Dual Patch Autographs Emerald,65,Gordon Hayward,Utah Jazz
Dual Patch Autographs Emerald,67,Kobe Bryant,Los Angeles Lakers
Dual Patch Autographs Emerald,68,Jrue Holiday,New Orleans Pelicans
Dual Patch Autographs Emerald,69,John Stockton,Utah Jazz
Dual Patch Autographs Emerald,70,Danilo Gallinari,Denver Nuggets
Dual Patch Autographs Gold,1,Clyde Drexler,Portland Trail Blazers
Dual Patch Autographs Gold,2,David Thompson,Denver Nuggets
Dual Patch Autographs Gold,3,James Worthy,Los Angeles Lakers
Dual Patch Autographs Gold,4,Mark Price,Cleveland Cavaliers
Dual Patch Autographs Gold,6,Reggie Miller,Indiana Pacers
Dual Patch Autographs Gold,7,Tom Chambers,Phoenix Suns
Dual Patch Autographs Gold,8,Ralph Sampson,Washington Bullets
Dual Patch Autographs Gold,9,Dennis Rodman,Detroit Pistons
Dual Patch Autographs Gold,11,Joe Dumars,Detroit Pistons
Dual Patch Autographs Gold,12,Kevin Love,Cleveland Cavaliers
Dual Patch Autographs Gold,13,Eric Gordon,Houston Rockets
Dual Patch Autographs Gold,14,Ryan Anderson,Houston Rockets
Dual Patch Autographs Gold,15,James Harden,Houston Rockets
Dual Patch Autographs Gold,16,Jeff Teague,Indiana Pacers
Dual Patch Autographs Gold,17,Myles Turner,Indiana Pacers
Dual Patch Autographs Gold,18,D'Angelo Russell,Los Angeles Lakers
Dual Patch Autographs Gold,19,Anthony Davis,New Orleans Pelicans
Dual Patch Autographs Gold,20,Steven Adams,Oklahoma City Thunder
Dual Patch Autographs Gold,21,Aaron Gordon,Orlando Magic
Dual Patch Autographs Gold,22,Joel Embiid,Philadelphia 76ers
Dual Patch Autographs Gold,23,C.J. McCollum,Portland Trail Blazers
Dual Patch Autographs Gold,24,Damian Lillard,Portland Trail Blazers
Dual Patch Autographs Gold,25,Allen Crabbe,Portland Trail Blazers
Dual Patch Autographs Gold,26,Joe Johnson,Utah Jazz
Dual Patch Autographs Gold,27,John Wall,Washington Wizards
Dual Patch Autographs Gold,28,Deron Williams,Cleveland Cavaliers
Dual Patch Autographs Gold,29,Shawn Marion,Dallas Mavericks
Dual Patch Autographs Gold,30,Dirk Nowitzki,Dallas Mavericks
Dual Patch Autographs Gold,31,Vince Carter,Memphis Grizzlies
Dual Patch Autographs Gold,32,Tristan Thompson,Cleveland Cavaliers
Dual Patch Autographs Gold,33,Kyrie Irving,Cleveland Cavaliers
Dual Patch Autographs Gold,34,Andrew Wiggins,Minnesota Timberwolves
Dual Patch Autographs Gold,35,Karl-Anthony Towns,Minnesota Timberwolves
Dual Patch Autographs Gold,36,Zach LaVine,Minnesota Timberwolves
Dual Patch Autographs Gold,37,Charles Oakley,New York Knicks
Dual Patch Autographs Gold,38,Victor Oladipo,Oklahoma City Thunder
Dual Patch Autographs Gold,40,Rudy Gobert,Utah Jazz
Dual Patch Autographs Gold,42,Justise Winslow,Miami Heat
Dual Patch Autographs Gold,44,JJ Redick,Los Angeles Clippers
Dual Patch Autographs Gold,46,Rudy Gay,Sacramento Kings
Dual Patch Autographs Gold,47,Marc Gasol,Memphis Grizzlies
Dual Patch Autographs Gold,49,Tony Parker,San Antonio Spurs
Dual Patch Autographs Gold,50,Manu Ginobili,San Antonio Spurs
Dual Patch Autographs Gold,51,Gorgui Dieng,Minnesota Timberwolves
Dual Patch Autographs Gold,52,Khris Middleton,Milwaukee Bucks
Dual Patch Autographs Gold,54,Harrison Barnes,Dallas Mavericks
Dual Patch Autographs Gold,55,Andrei Kirilenko,Utah Jazz
Dual Patch Autographs Gold,56,Kurt Thomas,New York Knicks
Dual Patch Autographs Gold,58,Goran Dragic,Miami Heat
Dual Patch Autographs Gold,59,Shaquille O'Neal,Orlando Magic
Dual Patch Autographs Gold,60,Stephen Curry,Golden State Warriors
Dual Patch Autographs Gold,61,Carmelo Anthony,New York Knicks
Dual Patch Autographs Gold,62,Kristaps Porzingis,New York Knicks
Dual Patch Autographs Gold,63,Dwyane Wade,Chicago Bulls
Dual Patch Autographs Gold,64,Chris Paul,Los Angeles Clippers
Dual Patch Autographs Gold,65,Gordon Hayward,Utah Jazz
Dual Patch Autographs Gold,67,Kobe Bryant,Los Angeles Lakers
Dual Patch Autographs Gold,69,John Stockton,Utah Jazz
Dual Patch Autographs Gold,70,Danilo Gallinari,Denver Nuggets
Dual Patch Autographs Platinum,1,Clyde Drexler,Portland Trail Blazers
Dual Patch Autographs Platinum,2,David Thompson,Denver Nuggets
Dual Patch Autographs Platinum,3,James Worthy,Los Angeles Lakers
Dual Patch Autographs Platinum,4,Mark Price,Cleveland Cavaliers
Dual Patch Autographs Platinum,6,Reggie Miller,Indiana Pacers
Dual Patch Autographs Platinum,7,Tom Chambers,Phoenix Suns
Dual Patch Autographs Platinum,8,Ralph Sampson,Washington Bullets
Dual Patch Autographs Platinum,9,Dennis Rodman,Detroit Pistons
Dual Patch Autographs Platinum,11,Joe Dumars,Detroit Pistons
Dual Patch Autographs Platinum,12,Kevin Love,Cleveland Cavaliers
Dual Patch Autographs Platinum,13,Eric Gordon,Houston Rockets
Dual Patch Autographs Platinum,14,Ryan Anderson,Houston Rockets
Dual Patch Autographs Platinum,15,James Harden,Houston Rockets
Dual Patch Autographs Platinum,16,Jeff Teague,Indiana Pacers
Dual Patch Autographs Platinum,17,Myles Turner,Indiana Pacers
Dual Patch Autographs Platinum,18,D'Angelo Russell,Los Angeles Lakers
Dual Patch Autographs Platinum,19,Anthony Davis,New Orleans Pelicans
Dual Patch Autographs Platinum,20,Steven Adams,Oklahoma City Thunder
Dual Patch Autographs Platinum,21,Aaron Gordon,Orlando Magic
Dual Patch Autographs Platinum,22,Joel Embiid,Philadelphia 76ers
Dual Patch Autographs Platinum,23,C.J. McCollum,Portland Trail Blazers
Dual Patch Autographs Platinum,24,Damian Lillard,Portland Trail Blazers
Dual Patch Autographs Platinum,25,Allen Crabbe,Portland Trail Blazers
Dual Patch Autographs Platinum,26,Joe Johnson,Utah Jazz
Dual Patch Autographs Platinum,27,John Wall,Washington Wizards
Dual Patch Autographs Platinum,28,Deron Williams,Cleveland Cavaliers
Dual Patch Autographs Platinum,29,Shawn Marion,Dallas Mavericks
Dual Patch Autographs Platinum,30,Dirk Nowitzki,Dallas Mavericks
Dual Patch Autographs Platinum,31,Vince Carter,Memphis Grizzlies
Dual Patch Autographs Platinum,32,Tristan Thompson,Cleveland Cavaliers
Dual Patch Autographs Platinum,33,Kyrie Irving,Cleveland Cavaliers
Dual Patch Autographs Platinum,34,Andrew Wiggins,Minnesota Timberwolves
Dual Patch Autographs Platinum,35,Karl-Anthony Towns,Minnesota Timberwolves
Dual Patch Autographs Platinum,36,Zach LaVine,Minnesota Timberwolves
Dual Patch Autographs Platinum,37,Charles Oakley,New York Knicks
Dual Patch Autographs Platinum,38,Victor Oladipo,Oklahoma City Thunder
Dual Patch Autographs Platinum,39,Jamal Mashburn,Charlotte Hornets
Dual Patch Autographs Platinum,40,Rudy Gobert,Utah Jazz
Dual Patch Autographs Platinum,42,Justise Winslow,Miami Heat
Dual Patch Autographs Platinum,43,Elfrid Payton,Orlando Magic
Dual Patch Autographs Platinum,44,JJ Redick,Los Angeles Clippers
Dual Patch Autographs Platinum,46,Rudy Gay,Sacramento Kings
Dual Patch Autographs Platinum,47,Marc Gasol,Memphis Grizzlies
Dual Patch Autographs Platinum,48,Pau Gasol,San Antonio Spurs
Dual Patch Autographs Platinum,49,Tony Parker,San Antonio Spurs
Dual Patch Autographs Platinum,50,Manu Ginobili,San Antonio Spurs
Dual Patch Autographs Platinum,51,Gorgui Dieng,Minnesota Timberwolves
Dual Patch Autographs Platinum,52,Khris Middleton,Milwaukee Bucks
Dual Patch Autographs Platinum,54,Harrison Barnes,Dallas Mavericks
Dual Patch Autographs Platinum,55,Andrei Kirilenko,Utah Jazz
Dual Patch Autographs Platinum,56,Kurt Thomas,New York Knicks
Dual Patch Autographs Platinum,57,Ben Wallace,Detroit Pistons
Dual Patch Autographs Platinum,58,Goran Dragic,Miami Heat
Dual Patch Autographs Platinum,59,Shaquille O'Neal,Orlando Magic
Dual Patch Autographs Platinum,60,Stephen Curry,Golden State Warriors
Dual Patch Autographs Platinum,61,Carmelo Anthony,New York Knicks
Dual Patch Autographs Platinum,62,Kristaps Porzingis,New York Knicks
Dual Patch Autographs Platinum,63,Dwyane Wade,Chicago Bulls
Dual Patch Autographs Platinum,64,Chris Paul,Los Angeles Clippers
Dual Patch Autographs Platinum,65,Gordon Hayward,Utah Jazz
Dual Patch Autographs Platinum,66,Darren Collison,Sacramento Kings
Dual Patch Autographs Platinum,67,Kobe Bryant,Los Angeles Lakers
Dual Patch Autographs Platinum,68,Jrue Holiday,New Orleans Pelicans
Dual Patch Autographs Platinum,69,John Stockton,Utah Jazz
Dual Patch Autographs Platinum,70,Danilo Gallinari,Denver Nuggets
Dual Patches,1,Lou Williams,Houston Rockets
Dual Patches,2,Mike Bibby,Atlanta Hawks
Dual Patches,3,Jeff Teague,Indiana Pacers
Dual Patches,4,David Lee,San Antonio Spurs
Dual Patches,5,Rondae Hollis-Jefferson,Brooklyn Nets
Dual Patches,6,Brook Lopez,Brooklyn Nets
Dual Patches,7,Trevor Booker,Brooklyn Nets
Dual Patches,8,Isaiah Whitehead,Brooklyn Nets
Dual Patches,10,Jeremy Lamb,Charlotte Hornets
Dual Patches,11,Derrick Rose,New York Knicks
Dual Patches,13,LeBron James,Cleveland Cavaliers
Dual Patches,14,Kyrie Irving,Cleveland Cavaliers
Dual Patches,15,Kyle Korver,Cleveland Cavaliers
Dual Patches,16,Vince Carter,Memphis Grizzlies
Dual Patches,17,Andrew Bogut,Cleveland Cavaliers
Dual Patches,18,Jason Kidd,Dallas Mavericks
Dual Patches,20,Isiah Thomas,Detroit Pistons
Dual Patches,23,Ryan Anderson,Houston Rockets
Dual Patches,24,Clint Capela,Houston Rockets
Dual Patches,25,David West,Golden State Warriors
Dual Patches,27,Blake Griffin,Los Angeles Clippers
Dual Patches,32,Kris Dunn,Minnesota Timberwolves
Dual Patches,33,Andrew Wiggins,Minnesota Timberwolves
Dual Patches,35,Zach LaVine,Minnesota Timberwolves
Dual Patches,36,Austin Rivers,Los Angeles Clippers
Dual Patches,37,Buddy Hield,Sacramento Kings
Dual Patches,38,Jrue Holiday,New Orleans Pelicans
Dual Patches,39,Willy Hernangomez,New York Knicks
Dual Patches,40,Domantas Sabonis,Oklahoma City Thunder
Dual Patches,43,Dragan Bender,Phoenix Suns
Dual Patches,44,Isaiah Thomas,Boston Celtics
Dual Patches,45,Juwan Howard,Portland Trail Blazers
Dual Patches,46,Kevin Duckworth,Portland Trail Blazers
Dual Patches,47,Tim Duncan,San Antonio Spurs
Dual Patches,50,Darrell Griffith,Utah Jazz
Dual Patches,51,Jeff Hornacek,Utah Jazz
Dual Patches,53,Al Horford,Boston Celtics
Dual Patches,54,Denzel Valentine,Chicago Bulls
Dual Patches,55,Scottie Pippen,Chicago Bulls
Dual Patches,56,Joe Smith,Cleveland Cavaliers
Dual Patches,57,Juan Hernangomez,Denver Nuggets
Dual Patches,59,Iman Shumpert,Cleveland Cavaliers
Dual Patches,61,Dion Waiters,Miami Heat
Dual Patches,62,Evan Turner,Portland Trail Blazers
Dual Patches,63,Thaddeus Young,Indiana Pacers
Dual Patches,64,Marcus Morris,Detroit Pistons
Dual Patches,65,Tom Chambers,Phoenix Suns
Dual Patches Emerald,1,Lou Williams,Houston Rockets
Dual Patches Emerald,2,Mike Bibby,Atlanta Hawks
Dual Patches Emerald,3,Jeff Teague,Indiana Pacers
Dual Patches Emerald,4,David Lee,San Antonio Spurs
Dual Patches Emerald,5,Rondae Hollis-Jefferson,Brooklyn Nets
Dual Patches Emerald,6,Brook Lopez,Brooklyn Nets
Dual Patches Emerald,7,Trevor Booker,Brooklyn Nets
Dual Patches Emerald,8,Isaiah Whitehead,Brooklyn Nets
Dual Patches Emerald,9,Caris LeVert,Brooklyn Nets
Dual Patches Emerald,10,Jeremy Lamb,Charlotte Hornets
Dual Patches Emerald,11,Derrick Rose,New York Knicks
Dual Patches Emerald,12,Bobby Portis,Chicago Bulls
Dual Patches Emerald,13,LeBron James,Cleveland Cavaliers
Dual Patches Emerald,14,Kyrie Irving,Cleveland Cavaliers
Dual Patches Emerald,15,Kyle Korver,Cleveland Cavaliers
Dual Patches Emerald,16,Vince Carter,Memphis Grizzlies
Dual Patches Emerald,17,Andrew Bogut,Cleveland Cavaliers
Dual Patches Emerald,18,Jason Kidd,Dallas Mavericks
Dual Patches Emerald,19,Evan Fournier,Orlando Magic
Dual Patches Emerald,20,Isiah Thomas,Detroit Pistons
Dual Patches Emerald,21,Draymond Green,Golden State Warriors
Dual Patches Emerald,23,Ryan Anderson,Houston Rockets
Dual Patches Emerald,24,Clint Capela,Houston Rockets
Dual Patches Emerald,25,David West,Golden State Warriors
Dual Patches Emerald,26,Reggie Miller,Indiana Pacers
Dual Patches Emerald,27,Blake Griffin,Los Angeles Clippers
Dual Patches Emerald,28,Danny Manning,Los Angeles Clippers
Dual Patches Emerald,29,Dominique Wilkins,Los Angeles Clippers
Dual Patches Emerald,30,Chris Paul,Los Angeles Clippers
Dual Patches Emerald,31,DeAndre Jordan,Los Angeles Clippers
Dual Patches Emerald,32,Kris Dunn,Minnesota Timberwolves
Dual Patches Emerald,33,Andrew Wiggins,Minnesota Timberwolves
Dual Patches Emerald,34,Gorgui Dieng,Minnesota Timberwolves
Dual Patches Emerald,35,Zach LaVine,Minnesota Timberwolves
Dual Patches Emerald,36,Austin Rivers,Los Angeles Clippers
Dual Patches Emerald,37,Buddy Hield,Sacramento Kings
Dual Patches Emerald,38,Jrue Holiday,New Orleans Pelicans
Dual Patches Emerald,39,Willy Hernangomez,New York Knicks
Dual Patches Emerald,40,Domantas Sabonis,Oklahoma City Thunder
Dual Patches Emerald,41,Dario Saric,Philadelphia 76ers
Dual Patches Emerald,43,Dragan Bender,Phoenix Suns
Dual Patches Emerald,44,Isaiah Thomas,Boston Celtics
